ref_area.label,indicator.label,source.label,sex.label,time,obs_value,obs_status.label,note_indicator.label,note_source.label
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Total,2017,36.59,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Male,2017,35.72,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Female,2017,37.53,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Total,2018,31.1,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Male,2018,28.32,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Female,2018,33.73,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Total,2019,28.38,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Male,2019,28.07,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - LFS - Household Labour Force Survey,Sex: Female,2019,28.71,,,Repository: ILO-STATISTICS - Micro data processing | Age coverage - maximum age: 75 years old
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,2009,40.52,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,2009,40.19,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,2009,40.85,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,2011,44.6,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,2011,44.78,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,2011,44.46,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,2012,36.77,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,2012,34.33,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,2012,39.28,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Total,2013,44.37,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Male,2013,46.43,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Armenia,"Share of youth not in employment, education or training (NEET) by sex (%)",ARM - HIES - Households' Integrated Living Conditions Survey,Sex: Female,2013,42.57,,,Population coverage: Excluding both institutional population and armed forces and/or conscripts
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Total,2009,11.4,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Male,2009,10.29,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Female,2009,12.58,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Total,2010,11.32,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Male,2010,10.8,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Female,2010,11.85,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Total,2011,10.59,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Male,2011,9.48,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Female,2011,11.74,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Total,2012,9.91,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Male,2012,9.44,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Female,2012,10.4,,,"Data reference period: May | Geographical coverage: Total national, excluding some areas | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Total,2013,11.02,,,"Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Male,2013,10.22,,,"Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Female,2013,11.77,,,"Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
Australia,"Share of youth not in employment, education or training (NEET) by sex (%)",AUS - LFS - Labour Force Survey,Sex: Total,2014,10.09,,,"Data reference period: May | Geographical coverage: Total national, excluding overseas territories | Population coverage: Excluding both institutional population and armed forces and/or conscripts"
