"SDG_IND","Indicator","LOCATION2017","Country","TIME","Time","Value","Flag Codes","Flags"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PRT","Portugal","2018","2018",99.70156,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BWA","Botswana","2013","2013",95.75475,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MUS","Mauritius","2011","2011",97.68915,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MUS","Mauritius","2018","2018",98.73798,"+","National Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MDA","Republic of Moldova","2012","2012",99.33775,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MDA","Republic of Moldova","2014","2014",99.8067,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","JOR","Jordan","2010","2010",98.76635,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","JOR","Jordan","2011","2011",99.25322,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","JOR","Jordan","2012","2012",99.20273,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","JOR","Jordan","2018","2018",99.49391,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","LTU","Lithuania","2011","2011",99.8558,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARM","Armenia","2011","2011",99.81842,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARM","Armenia","2017","2017",99.82128,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GNQ","Equatorial Guinea","2010","2010",98.29817,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MHL","Marshall Islands","2011","2011",98.16972,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CUB","Cuba","2012","2012",99.85527,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SAU","Saudi Arabia","2013","2013",99.22177,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SAU","Saudi Arabia","2017","2017",99.30188,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ITA","Italy","2011","2011",99.85964,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ITA","Italy","2018","2018",99.93,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MNE","Montenegro","2011","2011",99.36079,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MNE","Montenegro","2018","2018",99.23,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","AGO","Angola","2014","2014",70.58513,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CYP","Cyprus","2011","2011",99.83831,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LBR","Liberia","2017","2017",64.95713,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KEN","Kenya","2014","2014",86.52563,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KEN","Kenya","2018","2018",87.83,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","TTO","Trinidad and Tobago","2010","2010",99.6,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ETH","Ethiopia","2017","2017",71.97251,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MRT","Mauritania","2017","2017",56.76072,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TLS","Timor-Leste","2010","2010",79.52868,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TLS","Timor-Leste","2018","2018",83.53903,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MNG","Mongolia","2010","2010",98.90874,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MNG","Mongolia","2018","2018",99.08,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2010","2010",95.68429,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2016","2016",99.95573,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2017","2017",99.9896,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BHR","Bahrain","2018","2018",99.97614,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LVA","Latvia","2011","2011",99.80219,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","LVA","Latvia","2018","2018",99.78,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MOZ","Mozambique","2015","2015",79.06706,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MOZ","Mozambique","2017","2017",77.26017,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2011","2011",67.05378,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LAO","Lao People's Democratic Republic","2015","2015",90.50107,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ALB","Albania","2011","2011",98.79119,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ALB","Albania","2012","2012",99.2314,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ALB","Albania","2018","2018",99.33,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CMR","Cameroon","2010","2010",76.42093,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CMR","Cameroon","2018","2018",82.41,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TJK","Tajikistan","2014","2014",99.86,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IND","India","2011","2011",81.84981,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","IND","India","2018","2018",90.16941,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2014","2014",90.14187,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KHM","Cambodia","2015","2015",92.21236,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDG","Madagascar","2012","2012",75.30385,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDG","Madagascar","2018","2018",80.67803,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LSO","Lesotho","2014","2014",93.96988,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2010","2010",94.74849,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","SWZ","Eswatini","2018","2018",96.69525,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2010","2010",85.47146,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2012","2012",81.6542,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","UGA","Uganda","2018","2018",89.95064,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PLW","Palau","2013","2013",99.83838,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PLW","Palau","2015","2015",98.66444,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","KGZ","Kyrgyzstan","2018","2018",99.75,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2010","2010",77.34463,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2012","2012",82.33075,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2014","2014",85.06624,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RWA","Rwanda","2018","2018",86.49277,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2010","2010",95.66904,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2011","2011",96.15056,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2013","2013",96.94699,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2015","2015",97.46197,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2016","2016",97.7232,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2017","2017",97.7997,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SLV","El Salvador","2018","2018",97.72745,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BEN","Benin","2012","2012",63.94092,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BEN","Benin","2018","2018",69.76118,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SSD","South Sudan","2018","2018",47.90096,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MUS","Mauritius","2011","2011",98.57592,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MUS","Mauritius","2018","2018",99.35342,"+","National Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","PNG","Papua New Guinea","2010","2010",67.9,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARE","United Arab Emirates","2015","2015",99.43,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KEN","Kenya","2014","2014",86.93869,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","KEN","Kenya","2018","2018",87.59,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDA","Republic of Moldova","2012","2012",99.58578,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MDA","Republic of Moldova","2014","2014",99.81553,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BGR","Bulgaria","2011","2011",98.06693,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHN","China","2010","2010",99.64229,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CHN","China","2018","2018",99.7836,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SSD","South Sudan","2018","2018",48.42514,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GIN","Guinea","2010","2010",21.79673,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GIN","Guinea","2014","2014",37.21018,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MKD","North Macedonia","2014","2014",98.5,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","GUY","Guyana","2014","2014",96.68967,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2013","2013",100,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2014","2014",99.99996,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2015","2015",99.99996,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2016","2016",100,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UZB","Uzbekistan","2018","2018",99.99996,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SDN","Sudan","2018","2018",72.51,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2010","2010",98.46887,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2011","2011",98.5865,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2012","2012",98.77316,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2013","2013",98.57941,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2014","2014",99.01074,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2015","2015",99.33717,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2016","2016",98.9792,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ECU","Ecuador","2017","2017",99.10982,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZMB","Zambia","2010","2010",86.50945,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ZMB","Zambia","2018","2018",91.62819,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2010","2010",99.29864,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2011","2011",99.62824,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2012","2012",99.37587,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2013","2013",99.55132,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2014","2014",99.29671,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2015","2015",99.5597,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2016","2016",99.50271,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARG","Argentina","2018","2018",99.50552,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","CUB","Cuba","2012","2012",99.8952,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRN","Brunei Darussalam","2011","2011",99.54606,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BRN","Brunei Darussalam","2018","2018",99.78966,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CPV","Cabo Verde","2012","2012",97.87189,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CPV","Cabo Verde","2015","2015",97.58501,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BHR","Bahrain","2010","2010",95.12418,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BHR","Bahrain","2016","2016",98.85029,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BHR","Bahrain","2017","2017",99.08393,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BHR","Bahrain","2018","2018",99.30134,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HRV","Croatia","2011","2011",99.72363,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2010","2010",62.29837,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2011","2011",63.13681,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2012","2012",64.4741,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2013","2013",63.438,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2014","2014",65.54779,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","PAK","Pakistan","2017","2017",67.53713,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2012","2012",98.33392,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2013","2013",98.10902,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2014","2014",98.19154,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRN","Iran (Islamic Republic of)","2016","2016",98.26797,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AFG","Afghanistan","2011","2011",61.87907,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","AFG","Afghanistan","2018","2018",74.0848,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","TTO","Trinidad and Tobago","2010","2010",99.6,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLE","Sierra Leone","2013","2013",57.02213,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SLE","Sierra Leone","2018","2018",66.6486,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","AGO","Angola","2014","2014",77.43113,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UGA","Uganda","2010","2010",87.40883,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UGA","Uganda","2012","2012",83.65888,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","UGA","Uganda","2018","2018",89.39631,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","GNQ","Equatorial Guinea","2010","2010",97.69076,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2011","2011",98.85624,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2012","2012",99.02019,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ALB","Albania","2018","2018",99.63,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LTU","Lithuania","2011","2011",99.86662,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLT","Malta","2011","2011",98.40398,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MLT","Malta","2018","2018",99.05695,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRT","Portugal","2011","2011",99.3918,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","PRT","Portugal","2018","2018",99.62657,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CYP","Cyprus","2011","2011",99.82099,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BLR","Belarus","2018","2018",99.87,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SRB","Serbia","2011","2011",99.30869,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","SRB","Serbia","2016","2016",99.71982,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MKD","North Macedonia","2014","2014",98.6,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","RWA","Rwanda","2010","2010",77.97246,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","RWA","Rwanda","2012","2012",83.48739,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","RWA","Rwanda","2014","2014",86.26225,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","RWA","Rwanda","2018","2018",88.50182,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAC","China, Macao Special Administrative Region","2011","2011",99.69008,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MAC","China, Macao Special Administrative Region","2016","2016",99.86617,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2010","2010",99.0122,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2011","2011",99.54525,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2012","2012",99.14453,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2013","2013",99.51034,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2014","2014",99.19587,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2015","2015",99.4834,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2016","2016",99.38448,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ARG","Argentina","2018","2018",99.24183,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CMR","Cameroon","2010","2010",85.39748,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","CMR","Cameroon","2018","2018",87.72,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","TKM","Turkmenistan","2014","2014",99.77,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KEN","Kenya","2014","2014",86.13652,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","KEN","Kenya","2018","2018",88.08,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ROU","Romania","2011","2011",99.01409,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","ROU","Romania","2018","2018",99.41938,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","VUT","Vanuatu","2014","2014",95.3,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","VUT","Vanuatu","2018","2018",96.28212,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2010","2010",33.94571,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2011","2011",39.00856,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2015","2015",39.20776,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MLI","Mali","2018","2018",43.39811,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","NIC","Nicaragua","2015","2015",93.60194,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDG","Madagascar","2012","2012",76.82916,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MDG","Madagascar","2018","2018",81.19837,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MNG","Mongolia","2010","2010",98.02181,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MNG","Mongolia","2018","2018",98.19,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","BGR","Bulgaria","2011","2011",97.65106,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRQ","Iraq","2012","2012",87.3,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRQ","Iraq","2013","2013",82.4,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRQ","Iraq","2014","2014",91.9,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRQ","Iraq","2016","2016",93.4,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","IRQ","Iraq","2017","2017",94.9,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MDG","Madagascar","2012","2012",78.41248,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","MDG","Madagascar","2018","2018",81.71984,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SWZ","Eswatini","2010","2010",92.18742,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","SWZ","Eswatini","2018","2018",94.29769,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","MMR","Myanmar","2016","2016",84.41379,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","BWA","Botswana","2013","2013",97.45629,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GAB","Gabon","2012","2012",89.42925,"‡","UIS Estimation"
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","GAB","Gabon","2018","2018",91.44938,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","HTI","Haiti","2016","2016",82.99425,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARM","Armenia","2011","2011",99.8474,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","ARM","Armenia","2017","2017",99.84702,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RUS","Russian Federation","2010","2010",99.7096,,
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","RUS","Russian Federation","2018","2018",99.69845,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","NGA","Nigeria","2018","2018",75.02875,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BTN","Bhutan","2012","2012",90.39581,,
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","BTN","Bhutan","2017","2017",93.27016,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ABW","Aruba","2010","2010",99.3231,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","ABW","Aruba","2018","2018",99.39,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","CUB","Cuba","2012","2012",99.87465,,
"LR_AG15T24_F","Youth literacy rate, population 15-24 years, female (%)","LBN","Lebanon","2018","2018",99.83898,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MWI","Malawi","2010","2010",72.13956,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MWI","Malawi","2014","2014",76.08191,"‡","UIS Estimation"
"LR_AG15T24","Youth literacy rate, population 15-24 years, both sexes (%)","MWI","Malawi","2015","2015",72.93561,"‡","UIS Estimation"
"LR_AG15T24_M","Youth literacy rate, population 15-24 years, male (%)","NGA","Nigeria","2018","2018",81.58064,"‡","UIS Estimation"
